,drink_name,category,instructions,picture,taste,ingredients1,quantity1,ingredients2,quantity2,ingredients3,quantity3,ingredients4,quantity4,ingredients5,quantity5,ingredients6,quantity6,ingredients7,quantity7,ingredients8,quantity8,ingredients9,quantity9,ingredients10,quantity10,ingredients11,quantity11,ingredients12,quantity12
75,Affair,"ordinary drink, ordinary drink","Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.",http://www.thecocktaildb.com/images/media/drink/wxrsxx1472720734.jpg,,strawberry schnapps,2 oz,orange juice,2 oz,cranberry juice,2 oz,club soda,,,,,,,,,,,,,,,,,
76,Affinity,"ordinary drink, ordinary drink","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",http://www.thecocktaildb.com/images/media/drink/nwatpb1504817045.jpg,,scotch,1 1/2 oz,sweet vermouth,1 oz,dry vermouth,1 oz,orange bitters,2 dashes,,,,,,,,,,,,,,,,
77,After Dinner Cocktail,"ordinary drink, shot",Shake all ingredients (except lime wedge) with ice and strain into a cocktail glass. Add the wedge of lime and serve.,http://www.thecocktaildb.com/images/media/drink/vtytxq1483387578.jpg,,apricot brandy,1 oz,triple sec,1 oz,lime,juice of 1,lime,1,,,,,,,,,,,,,,,,
78,After Five,"shot, ordinary drink","1. Pour Kahlua into shot glass to about 1/2 full. 2. Using a spoon(inverted), slowly pour in the Peppermint Schnapps until glass is about 3/4 full. Done correctly, the Schnapps will flow under the Kahlua for a clear layer. 3. Again using a spoon, but this time right side up, slowly top off the glass with a layer of Bailey's. Be careful to place the spoon right at the top of the Kahlua layer and to raise it as the glass fills up. Done correctly, this will provide a layer of Bailey's floating over the Kahlua. 4. Toss it down all at once for something like a Peppermint Pattie, WITH A BANG!!! NOTE: Best if all ingredients are chilled",http://www.thecocktaildb.com/images/media/drink/sk3lr91493068595.jpg,,peppermint schnapps,,kahlua,,bailey's irish cream,,,,,,,,,,,,,,,,,,,
79,After sex,"ordinary drink, coffee , tea",Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,http://www.thecocktaildb.com/images/media/drink/xrl66i1493068702.jpg,,vodka,2 cl,creme de banane,1 cl,orange juice,,,,,,,,,,,,,,,,,,,
80,After Supper Cocktail,"ordinary drink, ordinary drink","Shake all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/quyxwu1483387610.jpg,sweet,triple sec,1 oz,apricot brandy,1 oz,lemon juice,1/2 tsp,,,,,,,,,,,,,,,,,,
81,Afterglow,cocktail,Mix. Serve over ice.,http://www.thecocktaildb.com/images/media/drink/vuquyv1468876052.jpg,,grenadine,1 part,orange juice,4 parts,pineapple juice,4 parts,,,,,,,,,,,,,,,,,,
82,Afternoon,"coffee , tea, ordinary drink","Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",http://www.thecocktaildb.com/images/media/drink/vyrurp1472667777.jpg,,kahlua,1 cl,bailey's irish cream,1 cl,frangelico,1 1/2,coffee,4 cl hot,cream,,,,,,,,,,,,,,,
83,Alabama Slammer,"ordinary drink, ordinary drink","Pour all ingredients (except for lemon juice) over ice in a highball glass. Stir, add a dash of lemon juice, and serve.",http://www.thecocktaildb.com/images/media/drink/qtwxwr1483387647.jpg,,southern comfort,1 oz,amaretto,1 oz,sloe gin,1/2 oz,lemon juice,1 dash,,,,,,,,,,,,,,,,
84,Alaska Cocktail,"ordinary drink, ordinary drink","Stir all ingredients with ice, strain contents into a cocktail glass. Drop in a twist of lemon and serve.",http://www.thecocktaildb.com/images/media/drink/wsyryt1483387720.jpg,,orange bitters,2 dashes,gin,1 1/2 oz,yellow chartreuse,3/4 oz,lemon peel,twist of,,,,,,,,,,,,,,,,
85,Alexander,"ordinary drink, ordinary drink",Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,http://www.thecocktaildb.com/images/media/drink/urystu1478253039.jpg,,gin,1/2 oz,creme de cacao,1/2 oz white,light cream,2 oz,nutmeg, ,,,,,,,,,,,,,,,,
86,Alfie Cocktail,"ordinary drink, ordinary drink","Combine and shake all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/ypxsqy1483387829.jpg,,lemon vodka,1 1/2 oz,triple sec,1 dash,pineapple juice,1 tblsp,,,,,,,,,,,,,,,,,,
87,Algonquin,"ordinary drink, ordinary drink","Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/uwryxx1483387873.jpg,,blended whiskey,1 1/2 oz,dry vermouth,1 oz,pineapple juice,1 oz,,,,,,,,,,,,,,,,,,
88,Alice Cocktail,cocktail,"Shake well, strain into a large cocktail glass.",http://www.thecocktaildb.com/images/media/drink/qyqtpv1468876144.jpg,,grenadine,1 cl,orange juice,1 cl,pineapple juice,2 cl,cream,4 cl,,,,,,,,,,,,,,,,
89,Alice in Wonderland,"ordinary drink, ordinary drink",Just mix the three ingredients one to one to one,http://www.thecocktaildb.com/images/media/drink/g12lj41493069391.jpg,sour,amaretto,1 shot,grand marnier,1 shot,southern comfort,1 shot,,,,,,,,,,,,,,,,,,
90,Allegheny,"ordinary drink, ordinary drink",Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,http://www.thecocktaildb.com/images/media/drink/uwvyts1483387934.jpg,spicy,dry vermouth,1 oz,bourbon,1 oz,blackberry brandy,1 1/2 tsp,lemon juice,1 1/2 tsp,lemon peel,1 twist of,,,,,,,,,,,,,,
91,Allies Cocktail,"ordinary drink, ordinary drink","Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/qvprvp1483388104.jpg,,dry vermouth,1 oz,gin,1 oz,kummel,1/2 tsp,,,,,,,,,,,,,,,,,,
92,Almeria,"ordinary drink, ordinary drink","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",http://www.thecocktaildb.com/images/media/drink/rwsyyu1483388181.jpg,,dark rum,2 oz,kahlua,1 oz,egg white,1,,,,,,,,,,,,,,,,,,
93,Almond Brother,,"Shake with ice, strain into a coupe. No garnish.",,,reposado tequila,2 oz,luxardo amaretto di saschira,.25 oz,luxardo apricot liqueur,1 tsp,lime juice,.75 oz,luxardo orgeat syrup,.25 oz,maple syrup,.25 oz,,,,,,,,,,,,
94,Almond Chocolate Coffee,"ordinary drink, ordinary drink",Pour in order into coffee cup. Top with whipped creme and chocolate shcvings.,http://www.thecocktaildb.com/images/media/drink/jls02c1493069441.jpg,cream,amaretto,3/4 oz,dark creme de cacao,1/2 oz,coffee,8 oz,,,,,,,,,,,,,,,,,,
95,Almond Crusta,,Chill coupe glass and garnish rim by coating the outer lip of the glass with a wedge of lemon and dipping into a shallow dish containing superfine white sugar. Place lemon strip neatly along side of sugared coupe. Combine all liquid ingredients into shaker; add ice and shake. Double strain into glass.,,,h by hine,1 oz,junipero gin,.5 oz,lemonjuice,.75 oz,orgeat,.5 oz,angostura bitters,1 dash,,,,,,,,,,,,,,
96,Almond Joy,"ordinary drink, ordinary drink","Shake all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/xutuqs1483388296.jpg,,amaretto,1/2 oz,creme de cacao,1/2 oz white,light cream,2 oz,,,,,,,,,,,,,,,,,,
97,Aloha Fruit punch,"punch , party drink","Add 1/4 cup water to ginger root. Boil 3 minutes. Strain. Add the liquid to the guava, lemon and pineapple juices. Make a syrup of sugar and remaining water. Cool. Combine with juices and pineapple. Chill throroughly.",http://www.thecocktaildb.com/images/media/drink/wsyvrt1468876267.jpg,,water,3/4 cup,ginger,2 tsp,guava juice,2 cups,lemon juice,1 1/2 tblsp,pineapple,1 1/2 cup,sugar,1 cup,pineapple juice,3-4 cups,,,,,,,,,,
98,Amaretto And Cream,"ordinary drink, ordinary drink","Shake well with cracked ice, strain contents into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/dj8n0r1504375018.jpg,,amaretto,1 1/2 oz,light cream,1 1/2 oz,,,,,,,,,,,,,,,,,,,,
99,Amaretto Bourbon Punch,,Mix ingredients in the punch bowl.,,,hirsch small batch reserve bourbon,37.5 oz,luxardo amaretto di saschira,6.25 oz,fresh lemon juice,12.5 oz,sparkling apple juice,12.5 oz,simple syrup,6.25 oz,seltzer,37.5 oz,,,,,,,,,,,,
100,"Amaretto Jello Shot, Why Not",,This is a recipe for Jello Shots!,,,ps boiling water,2 c,ages raspberry jello packages,6 pac,p luxardo amaretto di saschira,1.25 c,p fresh lime juice,.25 c,p cold water,.5 c,,,,,,,,,,,,,,
101,Amaretto Liqueur,homemade liqueur,"Combine sugar and 3/4 cup water in a small saucepan. Bring to a boil, stirring constantly. Reduce heat and simmer until all sugar is dissolved. Remove from heat and cool. In an aging container, combine apricot halves, almond extract, grain alcohol with 1/2 cup water, and brandy. Stir in cooled sugar syrup mixture. Cap and let age for 2 days. Remove apricot halves. (Save apricot halves, can be used for cooking). Add food coloring and glycerine. Stir, recap and continue aging for 1 to 2 months. Re-bottle as desired. Liqueur is ready to serve but will continue to improve with additional aging.",http://www.thecocktaildb.com/images/media/drink/swqxuv1472719649.jpg,,sugar,1 cup,water,3/4 cup,apricot,2,almond flavoring,1 tblsp,grain alcohol,1/2 cup pure,water,1/2 cup,brandy,1 cup,food coloring,3 drops yellow,food coloring,6 drops red,food coloring,2 drops blue,,,,
102,Amaretto Mist,"ordinary drink, ordinary drink","Pour amaretto in an old-fashioned glass over crushed ice. Add the wedge of lime and serve. (A wedge of lemon may be substituted for lime, if preferred.)",http://www.thecocktaildb.com/images/media/drink/utpxxq1483388370.jpg,,amaretto,1 1/2 oz,lime,1,,,,,,,,,,,,,,,,,,,,
103,Amaretto Rose,"ordinary drink, ordinary drink",Pour amaretto and lime juice over ice in a collins glass. Fill with club soda and serve.,http://www.thecocktaildb.com/images/media/drink/3jm41q1493069578.jpg,,amaretto,1 1/2 oz,lime juice,1/2 oz,club soda,,,,,,,,,,,,,,,,,,,
104,Amaretto Shake,"ordinary drink, ordinary drink",Combine all ingredients in a blender and blend at high speed until smooth. Serve in chilled glass garnished with bittersweet chocolate shavings.,http://www.thecocktaildb.com/images/media/drink/xk79al1493069655.jpg,sour,chocolate ice-cream,2 scoops,brandy,2 oz,amaretto,2 oz,,,,,,,,,,,,,,,,,,
105,Amaretto Sour,"ordinary drink, ordinary drink",Shake and strain. Garnish with a cherry and an orange slice.,http://www.thecocktaildb.com/images/media/drink/xnzc541493070211.jpg,,amaretto,1 1/2 oz,sour mix,3 oz,,,,,,,,,,,,,,,,,,,,
106,Amaretto Sour (Modern),,Shake with ice to mix and emulsify. Strain into a chilled old fashioned glass filled with ice. Garnish with Luxardo Maraschino Cherries and fresh lemon zest.,,,luxardo amaretto di saschira,2 oz,fresh squeezed lemon juice,1 oz,pasteurized egg white,.5 oz,1,,op lemon sorbet,small sc,,,,,,,,,,,,,,
107,Amaretto Sour BV-Style,,Add all ingredients to a shaker and shake well without ice to emulsify the egg white. Add ice and shake hard until the drink is chilled. Strain through a fine-mesh strainer into a chilled coupe and garnish.,,,luxardo amaretto di saschira,1.5 oz,bourbon,.5 oz,fresh lime juice,.5 oz,pineapple juice,.75 oz,fresh egg white,.75 oz,angostura bitters,2 dash,,,,,,,,,,,,
108,Amaretto Sourball,,"Shake all ingredients together with ice in a cocktail shaker. Strain into a small old-fashioned glass, and serve.",,,vodka,1 oz,luxardo amaretto di saschira,1 oz,,1 splash lemon juic,,1 splash orange juic,,,,,,,,,,,,,,,,
109,Amaretto Stinger,"ordinary drink, other,unknown","Shake ingredients well with cracked ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/vvop4w1493069934.jpg,sweet,amaretto,1 1/2 oz,white creme de menthe,3/4 oz,,,,,,,,,,,,,,,,,,,,
110,Amaretto Stone Sour,"other,unknown, other,unknown",Shake and Serve over ice,http://www.thecocktaildb.com/images/media/drink/xwryyx1472719921.jpg,,amaretto,1 part,sour mix,1 part,orange juice,1 part,,,,,,,,,,,,,,,,,,
111,Amaretto Stone Sour #3,"other,unknown, ordinary drink","Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.",http://www.thecocktaildb.com/images/media/drink/wutxqr1472720012.jpg,sweet,sour mix,2 oz,amaretto,2 oz,tequila,2 oz,orange juice,add splash,,,,,,,,,,,,,,,,
112,Amaretto Sunrise,"ordinary drink, ordinary drink",Mix together the amaretto and orange juice. Pour into glass and then add the grenadine untill you see the sunrise.,http://www.thecocktaildb.com/images/media/drink/akcpsh1493070267.jpg,,amaretto,1 cl,orange juice,4 oz,grenadine,1/4 cl,,,,,,,,,,,,,,,,,,
113,Amaretto Sunset,"ordinary drink, punch , party drink","Shake ingredients in bartender's mixer quickly, just 5 shakes. Strain out ice, serve in glass immediately with a slice of orange.",http://www.thecocktaildb.com/images/media/drink/apictz1493069760.jpg,sweet,triple sec,1/2 jigger,amaretto,3 shots,cider,1/2 cup,ice,add 1/2 cup,,,,,,,,,,,,,,,,
114,Amaretto Sweet & Sour,"punch , party drink, ordinary drink","Fill the blender with 3/4 ice. Add sweet & sour mix to the top of the ice. Add about 1"" of pineapple juice, 1/2"" of melon liqeur, and 1/2 to 1/4"" of amaretto. Then blend the mix until it is of margaritta consistency or thinner.",http://www.thecocktaildb.com/images/media/drink/vswwus1472668546.jpg,cream,amaretto,,sweet and sour,,midori melon liqueur,,pineapple juice,,,,,,,,,,,,,,,,,
115,Amaretto Tea,"ordinary drink, ordinary drink","Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.",http://www.thecocktaildb.com/images/media/drink/b7qzo21493070167.jpg,sour,tea,6 oz hot,amaretto,2 oz,whipped cream,chilled,,,,,,,,,,,,,,,,,,
116,Americana Fizz (Layered Cocktail),,"Shake the gin, lemon, and simple syrup ingredients together in a shaker to chill. Gently pour into a highball glass filled with ice and 3/4 oz Curacao Blue. Top the cocktail with 1/2 oz Luxardo Aperitivo. Add a splash of Perrier grapefruit and garnish with Luxardo Cherries and blueberries for color.",,,junipero gin,1.5 oz,fresh lemon juice,.75 oz,simple syrup,.25 oz,the genuine curacao liqueur blue,.75 oz,luxardo aperitivo,.5 oz,perrier grapefruit,splash,,,,,,,,,,,,
117,Americano,"ordinary drink, ordinary drink","Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice.",http://www.thecocktaildb.com/images/media/drink/trwruu1478253126.jpg,bitter sweet,campari,1 oz,sweet vermouth,1 oz red,lemon peel,twist of,orange peel,twist of,,,,,,,,,,,,,,,,
118,An Oaxacan Christmas,,,,,mezcal,1.5 oz,green chartreuse,.5 oz,campari,.25 oz,regans' orange bitters,2 dash,,,,,,,,,,,,,,,,
119,And The Cherry On Top Is...,,"In the bottom of a cocktail shaker, muddle pitted cherries if using. Add Luxardo Maraschino, vodka, fresh lemon juice and simple syrup. Shake hard, then double strain (though a fine mesh strainer) into a tall glass with fresh ice. Add a splash of soda and stick a cherry on top.",,,luxardo maraschino liqueur,1 oz,vodka,3 oz,root 23 cherry almond simple syrup,.5 oz,lemon juice,1 oz,club soda,splash,,,,,,,,,,,,,,
120,Andy Warhol,,Shake and strain over fresh ice into collins glass. Add soda. Garnish with basil.. ,,,no.3 london dry gin,1.5 oz,tempus fugit alessio vermouth bianco,.5 oz,fresh squeezed ruby grapefruit,1 oz,simple syrup,.5 oz,s cucumber,3 slic,fill soda water,1,,,,,,,,,,,,
121,Angel Face,"ordinary drink, punch , party drink",Shake all ingredients with ice and strain contents into a cocktail glass.,http://www.thecocktaildb.com/images/media/drink/vqpptp1478253178.jpg,spicy,apricot brandy,1/2 oz,apple brandy,1/2 oz,gin,1 oz,,,,,,,,,,,,,,,,,,
122,Angel Face (Classic),,"Stir the ingredients in a mixing glass filled with ice, then strain and serve into a chilled cocktail glass.",,,luxardo apricot liqueur,1 oz,c. drouin calvados selection,1 oz,no.3 london dry gin,1 oz,,,,,,,,,,,,,,,,,,
123,Angel's Face,,"Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into a cocktail glass. Garnish with a slice of orange peel.",,,no.3 london dry gin,1 oz,applejack,1 oz,luxardo apricot liqueur,1 oz,,,,,,,,,,,,,,,,,,
124,Angelica Liqueur,homemade liqueur,"Combine all herbs, nuts and spices with vodka in a 1 quart or larger aging container. Cap tightly and shake daily for 2 weeks. Strain through a fine muslin cloth or coffee filter, discarding solids. Clean out aging container. Place liquid back in container. Place sugar and water in saucepan and stir to combine over medium heat. When sugar is completely dissolved, set aside and let cool. When cool combine with food coloring and add to liqueur liquid. Cap and allow to age and mellow in a cool, dark place for one month.",http://www.thecocktaildb.com/images/media/drink/yuurps1472667672.jpg,,angelica root,3 tblsp chopped,almond,1 tblsp chopped,allspice,1 cracked,cinnamon,1 one-inch,anise,3-6 crushed,coriander,1/8 tsp powdered,marjoram leaves,1 tblsp fresh chopped,vodka,1.5 cup,sugar,1/2 cup granulated,water,1/4 cup,,,,
125,Apello,"other,unknown",Stirr. Grnish with maraschino cherry.,http://www.thecocktaildb.com/images/media/drink/uptxtv1468876415.jpg,,orange juice,4 cl,grapefruit juice,3 cl,apple juice,1 cl,maraschino cherry,1,,,,,,,,,,,,,,,,
126,Aperitivo Spritz,,"Build over ice, stir lightly, and garnish with an orange peel or slice and Luxardo Cherry.",,,luxardo aperitivo,2 oz,prosecco,3 oz,sparkling water,1 splash,,,,,,,,,,,,,,,,,,
127,Apple Berry Smoothie,"other,unknown",Throw everything into a blender and liquify.,http://www.thecocktaildb.com/images/media/drink/xwqvur1468876473.jpg,,berries,1 cup,apple,2,,,,,,,,,,,,,,,,,,,,
128,Apple Cider Punch #1,"punch , party drink, punch , party drink","If you use the whole all spice and cloves, tie them in cheesecloth. Heat the mixture. Stir occasionally. If you want an alcoholic drink, rum would be nice.",http://www.thecocktaildb.com/images/media/drink/xrqxuv1454513218.jpg,,apple cider,4 qt,brown sugar,1 cup,lemonade,6 oz frozen,orange juice,6 oz frozen,cloves,6 whole,allspice,6 whole,nutmeg,1 tsp ground,cinnamon,3 sticks,,,,,,,,
129,Apple Grande,"punch , party drink, other,unknown",Chill both ingredients!! Mix in a tumbler and enjoy!,http://www.thecocktaildb.com/images/media/drink/wqrptx1472668622.jpg,,tequila,3 oz,apple cider,12 oz,,,,,,,,,,,,,,,,,,,,
130,Apple Karate,cocktail,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",http://www.thecocktaildb.com/images/media/drink/syusvw1468876634.jpg,,apple juice,2 cups,carrot,1 large,,,,,,,,,,,,,,,,,,,,
131,Apple Pie with A Crust,"other,unknown, shot",Just mix the two liquids and sprinkle in the cinnamon. Serve either cold or heated.,http://www.thecocktaildb.com/images/media/drink/qspqxt1472720078.jpg,,apple juice,3 parts,malibu rum,1 part,cinnamon,3 dashes,,,,,,,,,,,,,,,,,,
132,Apple Shrub Spritz,,"In a chilled mixing glass combine the Karlsson's gold vodka and the spiced apple shrub with cracked ice and stir for 20 seconds. Add the chilled club soda to the mixing glass, stir just until mixed and strain into a frozen champagne flute. Garnish with two apple slices placed on the rim.",,,karlsson's gold vodka,1 oz,spiced apple shrub*,2.5 oz,chilled club soda,2 oz,,,,,,,,,,,,,,,,,,
133,Apple Slammer,"shot, ordinary drink","pour into a shot glass and present to consumer, they are expected to cover the top of the shotglass with thier palm, raise the glass, slam it on the bar and the swallow quickly.",http://www.thecocktaildb.com/images/media/drink/09yd5f1493069852.jpg,,7-up,1 part,apple schnapps,1 part,,,,,,,,,,,,,,,,,,,,
134,Applecar,"ordinary drink, cocktail","Shake all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/sbffau1504389764.jpg,,applejack,1 oz,triple sec,1 oz,lemon juice,1 oz,,,,,,,,,,,,,,,,,,
135,Applejack,"cocktail, ordinary drink","Add all ingredients into mixing glass, chill and strain into cocktail glass",http://www.thecocktaildb.com/images/media/drink/sutyqp1479209062.jpg,,jack daniels,1 oz,midori melon liqueur,1/2 oz,sour mix,2 oz,,,,,,,,,,,,,,,,,,
136,Apples & Grapes,,On the rocks with twist.,,,tempus fugit kina l'aero d'or,1.5 oz,c. drouin pommeau de normandie,1 oz,orange bitters,2 dash,,,,,,,,,,,,,,,,,,
137,Apricot Blush,,"In a tall glass muddle the mint and plum with fresh sweet n' sour, pour the liquors then fill up with ice and top with Prosecco.",,,vanilla flavored vodka,1 oz,luxardo apricot liqueur,.75 oz,fresh sweet n' sour mix,1 oz,prosecco,3 oz,sliced plum,oz,sprigs mint sprig,2,,,,,,,,,,,,
138,Apricot Lady,"ordinary drink, punch , party drink","In a shaker half-filled with ice cubes, combine the rum, apricot brandy, triple sec, lemon juice, and egg white. Shake well. Strain into an old-fashioned glass almost filled with ice cubes. Garnish with the orange slice.",http://www.thecocktaildb.com/images/media/drink/146f251504389814.jpg,,light rum,1 1/2 oz,apricot brandy,1 oz,triple sec,1 tsp,lemon juice,1/2 oz,egg white,1,orange,1,,,,,,,,,,,,
139,Apricot punch,"punch , party drink, ordinary drink",Pour all ingrediants into a large punch bowl. Add ice and 4 oranges that are peeled and divided.,http://www.thecocktaildb.com/images/media/drink/tuxxtp1472668667.jpg,,apricot brandy,1 qt,champagne,4 fifth,vodka,1 fifth,7-up,4 l,orange juice,1/2 gal,,,,,,,,,,,,,,
